TargetName	HUGOSymbol	TargetGroup	AnalyteType	CodeClass	ProbePool	MinCount	MaxCount	MedianCount	GeomeanCount	NumberOfProbesIncluded	NumberOfProbesTotal	GeneID
POP7	POP7	All Targets	RNA	Endogenous	01	1	301	26	23.51438009	1	1	10248
SMIM40	SMIM40	All Targets	RNA	Endogenous	01	1	217	21	20.44078907	1	1	113523636
ARL13B	ARL13B	All Targets	RNA	Endogenous	01	1	273	23	20.91565092	1	1	200894
F11R	F11R	All Targets	RNA	Endogenous	01	1	359	23	20.67458966	1	1	50848
KLHDC7B	KLHDC7B	All Targets	RNA	Endogenous	01	1	285	18.5	16.61170783	1	1	113730
PHLPP1	PHLPP1	All Targets	RNA	Endogenous	01	1	206	21.5	22.63365523	1	1	23239
GCGR	GCGR	All Targets	RNA	Endogenous	01	1	334	20	19.04229139	1	1	2642
FMN2	FMN2	All Targets	RNA	Endogenous	01	1	222	24.5	23.08114904	1	1	56776
STK24	STK24	All Targets	RNA	Endogenous	01	2	386	41	39.5477285	1	1	8428
JUP	JUP	All Targets	RNA	Endogenous	01	1	237	20	18.79735086	1	1	3728
ANO5	ANO5	All Targets	RNA	Endogenous	01	1	432	30	30.90201372	1	1	203859
NR2E3	NR2E3	All Targets	RNA	Endogenous	01	1	138	11	10.12368438	1	1	10002
PCSK1N	PCSK1N	All Targets	RNA	Endogenous	01	5	1428	129	126.1640944	1	1	27344
TBATA	TBATA	All Targets	RNA	Endogenous	01	1	299	18	16.60201284	1	1	219793
TFPT	TFPT	All Targets	RNA	Endogenous	01	1	243	25	23.29809239	1	1	29844
KLF2	KLF2	All Targets	RNA	Endogenous	01	1	288	24	21.18110737	1	1	10365
CRABP1	CRABP1	All Targets	RNA	Endogenous	01	1	124	12	11.75241157	1	1	1381
THOC1	THOC1	All Targets	RNA	Endogenous	01	1	358	30	27.7588272	1	1	9984
RMND1	RMND1	All Targets	RNA	Endogenous	01	1	325	24	23.15733317	1	1	55005
BICRA	BICRA	All Targets	RNA	Endogenous	01	1	284	21	20.53877604	1	1	29998
PIAS2	PIAS2	All Targets	RNA	Endogenous	01	1	323	36	34.97268332	1	1	9063
NTPCR	NTPCR	All Targets	RNA	Endogenous	01	1	376	33.5	32.09424327	1	1	84284
AQP1	AQP1	All Targets	RNA	Endogenous	01	1	273	17	17.30900792	1	1	358
OR10G3	OR10G3	All Targets	RNA	Endogenous	01	1	280	25	23.57866827	1	1	26533
USP10	USP10	All Targets	RNA	Endogenous	01	2	327	37	36.07537166	1	1	9100
UROD	UROD	All Targets	RNA	Endogenous	01	1	155	24.5	22.12943678	1	1	7389
PHF19	PHF19	All Targets	RNA	Endogenous	01	1	409	25	24.00219812	1	1	26147
KRTAP11-1	KRTAP11-1	All Targets	RNA	Endogenous	01	1	400	25	23.14091578	1	1	337880
NFATC3	NFATC3	All Targets	RNA	Endogenous	01	1	305	21.5	22.21063248	1	1	4775
ZBTB26	ZBTB26	All Targets	RNA	Endogenous	01	1	326	22	20.36302562	1	1	57684
IDH1	IDH1	All Targets	RNA	Endogenous	01	1	310	21	19.74484173	1	1	3417
EVPL	EVPL	All Targets	RNA	Endogenous	01	1	81	7	7.02743052	1	1	2125
STAT1	STAT1	All Targets	RNA	Endogenous	01	1	273	29	28.09760411	1	1	6772
NEURL1B	NEURL1B	All Targets	RNA	Endogenous	01	1	177	17.5	15.47524346	1	1	54492
OC90	OC90	All Targets	RNA	Endogenous	01	1	292	19	17.43328668	1	1	729330
WDR33	WDR33	All Targets	RNA	Endogenous	01	1	183	20.5	19.48583326	1	1	55339
MDC1	MDC1	All Targets	RNA	Endogenous	01	1	297	22	21.74552072	1	1	9656
DPH1	DPH1	All Targets	RNA	Endogenous	01	1	318	18.5	17.85844825	1	1	1801
EYA2	EYA2	All Targets	RNA	Endogenous	01	1	222	16	14.1799435	1	1	2139
NCAPD3	NCAPD3	All Targets	RNA	Endogenous	01	1	447	27.5	25.32084501	1	1	23310
PRRT1	PRRT1	All Targets	RNA	Endogenous	01	1	596	55.5	50.22994474	1	1	80863
GTPBP6	GTPBP6	All Targets	RNA	Endogenous	01	1	259	25.5	23.83786081	1	1	8225
MAGEB2	MAGEB2	All Targets	RNA	Endogenous	01	1	243	16	14.87738453	1	1	4113
COQ10B	COQ10B	All Targets	RNA	Endogenous	01	1	289	23.5	22.77315076	1	1	80219
PLEKHO1	PLEKHO1	All Targets	RNA	Endogenous	01	1	347	27	27.18251686	1	1	51177
OR6B1	OR6B1	All Targets	RNA	Endogenous	01	1	322	25.5	20.79866262	1	1	135946
ABO	ABO	All Targets	RNA	Endogenous	01	1	171	15.5	13.8434057	1	1	28
SPATA12	SPATA12	All Targets	RNA	Endogenous	01	1	229	21.5	18.57223598	1	1	353324
CDNF	CDNF	All Targets	RNA	Endogenous	01	1	285	18	17.20669202	1	1	441549
PLXNB3	PLXNB3	All Targets	RNA	Endogenous	01	1	134	13	12.71736761	1	1	5365
TPBGL	TPBGL	All Targets	RNA	Endogenous	01	1	295	21	20.77100443	1	1	100507050
MICU2	MICU2	All Targets	RNA	Endogenous	01	1	133	18	17.465249	1	1	221154
PPP1R21	PPP1R21	All Targets	RNA	Endogenous	01	1	204	24	23.1130766	1	1	129285
POU4F2	POU4F2	All Targets	RNA	Endogenous	01	1	303	19	18.60999443	1	1	5458
TIMP3	TIMP3	All Targets	RNA	Endogenous	01	1	399	32	29.10151005	1	1	7078
STX19	STX19	All Targets	RNA	Endogenous	01	1	288	20	18.57918479	1	1	415117
RELB	RELB	All Targets	RNA	Endogenous	01	1	229	19	18.08951634	1	1	5971
NFKBIZ	NFKBIZ	All Targets	RNA	Endogenous	01	1	302	24	20.97830141	1	1	64332
OPN1MW3	"OPN1MW,OPN1LW,OPN1MW3,OPN1MW2"	All Targets	RNA	Endogenous	01	1	96	8	7.951074134	1	1	101060233
R3HCC1L	R3HCC1L	All Targets	RNA	Endogenous	01	1	354	28	26.47082162	1	1	27291
FKBPL	FKBPL	All Targets	RNA	Endogenous	01	1	323	21	19.18847605	1	1	63943
MBD5	MBD5	All Targets	RNA	Endogenous	01	1	328	28	23.85365257	1	1	55777
RNLS	RNLS	All Targets	RNA	Endogenous	01	1	279	21	20.27607921	1	1	55328
CCDC86	CCDC86	All Targets	RNA	Endogenous	01	1	611	45	41.13863114	1	1	79080
EXOC2	EXOC2	All Targets	RNA	Endogenous	01	1	300	25.5	24.7062111	1	1	55770
GTF3C6	GTF3C6	All Targets	RNA	Endogenous	01	1	338	30	27.34852818	1	1	112495
EIF2B5	EIF2B5	All Targets	RNA	Endogenous	01	1	263	22.5	22.71188673	1	1	8893
TOMM34	TOMM34	All Targets	RNA	Endogenous	01	1	479	52.5	44.38562436	1	1	10953
ZC2HC1C	ZC2HC1C	All Targets	RNA	Endogenous	01	1	323	22.5	21.35436852	1	1	79696
PHOX2B	PHOX2B	All Targets	RNA	Endogenous	01	1	293	20	16.93630969	1	1	8929
DQX1	DQX1	All Targets	RNA	Endogenous	01	1	284	18	17.0254183	1	1	165545
LGALS7B	"LGALS7B,LGALS7"	All Targets	RNA	Endogenous	01	1	303	22	20.19414288	1	1	653499
P2RX1	P2RX1	All Targets	RNA	Endogenous	01	1	247	19	17.33494928	1	1	5023
SLC66A3	SLC66A3	All Targets	RNA	Endogenous	01	1	208	16	15.84162483	1	1	130814
TIMM29	TIMM29	All Targets	RNA	Endogenous	01	1	268	21	19.08232581	1	1	90580
RAB10	RAB10	All Targets	RNA	Endogenous	01	1	357	36	34.1773656	1	1	10890
EGR3	EGR3	All Targets	RNA	Endogenous	01	1	358	35	31.29954278	1	1	1960
MRTO4	MRTO4	All Targets	RNA	Endogenous	01	1	339	30	27.25667228	1	1	51154
CLCA1	CLCA1	All Targets	RNA	Endogenous	01	1	270	22.5	21.68151519	1	1	1179
MAN2A2	MAN2A2	All Targets	RNA	Endogenous	01	1	218	30	25.95343765	1	1	4122
CCNB1IP1	CCNB1IP1	All Targets	RNA	Endogenous	01	1	106	12	10.78254238	1	1	57820
NFU1	NFU1	All Targets	RNA	Endogenous	01	1	220	23	21.73409127	1	1	27247
ATP1B2	ATP1B2	All Targets	RNA	Endogenous	01	2	595	43.5	47.56205649	1	1	482
TYRO3	TYRO3	All Targets	RNA	Endogenous	01	1	301	40	36.49616144	1	1	7301
CCDC121	CCDC121	All Targets	RNA	Endogenous	01	1	362	22.5	20.69905043	1	1	79635
UROC1	UROC1	All Targets	RNA	Endogenous	01	1	271	18	16.89322222	1	1	131669
ZDHHC19	ZDHHC19	All Targets	RNA	Endogenous	01	1	298	21	20.27199897	1	1	131540
IL12RB1	IL12RB1	All Targets	RNA	Endogenous	01	1	248	16	15.42630044	1	1	3594
GRXCR1	GRXCR1	All Targets	RNA	Endogenous	01	1	331	23	20.85617783	1	1	389207
RNF167	RNF167	All Targets	RNA	Endogenous	01	1	329	40.5	37.5273597	1	1	26001
GABRG3	GABRG3	All Targets	RNA	Endogenous	01	1	305	19	20.92509773	1	1	2567
PCDH12	PCDH12	All Targets	RNA	Endogenous	01	1	146	14	12.14850784	1	1	51294
C15orf65	C15orf65	All Targets	RNA	Endogenous	01	1	278	18	17.43484948	1	1	145788
CEBPE	CEBPE	All Targets	RNA	Endogenous	01	1	301	19.5	17.28998791	1	1	1053
MAPK10	MAPK10	All Targets	RNA	Endogenous	01	1	651	61.5	58.23553533	1	1	5602
PLAU	PLAU	All Targets	RNA	Endogenous	01	1	127	13	12.15481063	1	1	5328
CCL14	CCL14	All Targets	RNA	Endogenous	01	1	125	11	10.64463688	1	1	6358
COX7A1	COX7A1	All Targets	RNA	Endogenous	01	1	191	19	18.86306179	1	1	1346
REST	REST	All Targets	RNA	Endogenous	01	1	142	13	12.97252085	1	1	5978
ALX1	ALX1	All Targets	RNA	Endogenous	01	1	202	16	14.22344011	1	1	8092
GZMK	GZMK	All Targets	RNA	Endogenous	01	1	208	16	14.20240001	1	1	3003
PSG8	PSG8	All Targets	RNA	Endogenous	01	1	99	8	8.431823562	1	1	440533
ZNF831	ZNF831	All Targets	RNA	Endogenous	01	1	313	27	23.72685281	1	1	128611
CA8	CA8	All Targets	RNA	Endogenous	01	1	279	20	19.61061462	1	1	767
KDM5D	KDM5D	All Targets	RNA	Endogenous	01	1	285	30	27.21662418	1	1	8284
FHL1	FHL1	All Targets	RNA	Endogenous	01	1	428	44.5	39.93926944	1	1	2273
SLC6A6	SLC6A6	All Targets	RNA	Endogenous	01	1	262	22.5	20.99854435	1	1	6533
PNRC1	PNRC1	All Targets	RNA	Endogenous	01	2	508	49	52.37012025	1	1	10957
TAF1B	TAF1B	All Targets	RNA	Endogenous	01	1	250	20	21.15848489	1	1	9014
TIGD2	TIGD2	All Targets	RNA	Endogenous	01	1	389	23	21.43221151	1	1	166815
MDGA2	MDGA2	All Targets	RNA	Endogenous	01	1	255	20	19.57438732	1	1	161357
FAM20C	FAM20C	All Targets	RNA	Endogenous	01	1	278	28	28.46776204	1	1	56975
MGRN1	"MGRN1,NUDT16L1"	All Targets	RNA	Endogenous	01	1	279	33	30.8512272	1	1	23295
NFKBIA	NFKBIA	All Targets	RNA	Endogenous	01	1	321	27	27.89679886	1	1	4792
KANK3	KANK3	All Targets	RNA	Endogenous	01	1	838	58.5	51.6803832	1	1	256949
ADRA1A	ADRA1A	All Targets	RNA	Endogenous	01	1	486	30	29.73176627	1	1	148
SPACA4	SPACA4	All Targets	RNA	Endogenous	01	1	286	20	17.24668742	1	1	171169
CKM	CKM	All Targets	RNA	Endogenous	01	1	330	22	20.587714	1	1	1158
SLC25A28	SLC25A28	All Targets	RNA	Endogenous	01	1	277	22	20.73975839	1	1	81894
SRRD	SRRD	All Targets	RNA	Endogenous	01	1	121	16	15.17114217	1	1	402055
CCL11	CCL11	All Targets	RNA	Endogenous	01	1	334	23	20.4551037	1	1	6356
LCN9	LCN9	All Targets	RNA	Endogenous	01	1	345	25	21.16543551	1	1	392399
AGMAT	AGMAT	All Targets	RNA	Endogenous	01	1	268	18	17.79875966	1	1	79814
PRKAG3	PRKAG3	All Targets	RNA	Endogenous	01	1	307	18	15.46415941	1	1	53632
GOLGA6L9	"GOLGA6L9,GOLGA6L4,GOLGA6L3,GOLGA6L17P,GOLGA6L10,LOC102724117,GOLGA6L5P,LOC102724093"	All Targets	RNA	Endogenous	01	1	209	19	18.346422	1	1	440295
GAL3ST3	GAL3ST3	All Targets	RNA	Endogenous	01	1	280	19.5	18.05227624	1	1	89792
C3orf70	C3orf70	All Targets	RNA	Endogenous	01	1	167	17	16.61282531	1	1	285382
OR4E1	OR4E1	All Targets	RNA	Endogenous	01	1	129	13	12.41868937	1	1	26687
GNAT2	GNAT2	All Targets	RNA	Endogenous	01	1	262	18	16.58941317	1	1	2780
TTN	TTN	All Targets	RNA	Endogenous	01	1	254	19	16.35936461	1	1	7273
SLC30A2	SLC30A2	All Targets	RNA	Endogenous	01	1	399	27	23.50127882	1	1	7780
C20orf141	C20orf141	All Targets	RNA	Endogenous	01	1	263	17	17.13304861	1	1	128653
FUT5	FUT5	All Targets	RNA	Endogenous	01	1	110	10	9.630203532	1	1	2527
MPL	MPL	All Targets	RNA	Endogenous	01	1	250	18	15.8646305	1	1	4352
C10orf120	C10orf120	All Targets	RNA	Endogenous	01	1	286	20	19.23804362	1	1	399814
BDNF	BDNF	All Targets	RNA	Endogenous	01	1	247	23	20.80800738	1	1	627
RANBP17	RANBP17	All Targets	RNA	Endogenous	01	1	124	12	12.10687821	1	1	64901
A4GALT	A4GALT	All Targets	RNA	Endogenous	01	1	298	20	17.20301678	1	1	53947
RNF13	"LOC105375378,RNF13"	All Targets	RNA	Endogenous	01	1	171	16.5	17.07582748	1	1	11342
PRXL2C	PRXL2C	All Targets	RNA	Endogenous	01	1	136	15	13.75739141	1	1	195827
C1QA	C1QA	All Targets	RNA	Endogenous	01	1	341	29	27.27845596	1	1	712
RASSF10	RASSF10	All Targets	RNA	Endogenous	01	1	314	22	18.25169856	1	1	644943
SSMEM1	SSMEM1	All Targets	RNA	Endogenous	01	1	276	20	18.62934199	1	1	136263
TLE7	TLE7	All Targets	RNA	Endogenous	01	1	120	10	10.17362734	1	1	102723796
SIRT3	SIRT3	All Targets	RNA	Endogenous	01	1	260	25.5	24.34217317	1	1	23410
SH2D4A	SH2D4A	All Targets	RNA	Endogenous	01	1	153	11	11.66569882	1	1	63898
KIF6	KIF6	All Targets	RNA	Endogenous	01	1	301	18	17.56866347	1	1	221458
ZNF438	ZNF438	All Targets	RNA	Endogenous	01	1	390	24.5	21.6528403	1	1	220929
FASLG	FASLG	All Targets	RNA	Endogenous	01	1	482	32	27.66367746	1	1	356
C1orf68	C1orf68	All Targets	RNA	Endogenous	01	1	286	18	16.20962802	1	1	100129271
RNASE11	RNASE11	All Targets	RNA	Endogenous	01	1	343	20	20.32092676	1	1	122651
KPNB1	KPNB1	All Targets	RNA	Endogenous	01	2	342	42	40.6198305	1	1	3837
HHATL	HHATL	All Targets	RNA	Endogenous	01	1	429	28	26.59184461	1	1	57467
LRRC41	LRRC41	All Targets	RNA	Endogenous	01	2	264	31	29.01420535	1	1	10489
B3GNT8	B3GNT8	All Targets	RNA	Endogenous	01	1	393	22	19.96803601	1	1	374907
ZPBP2	ZPBP2	All Targets	RNA	Endogenous	01	1	324	19	17.5808225	1	1	124626
TMEM139	TMEM139	All Targets	RNA	Endogenous	01	1	275	19	16.52824666	1	1	135932
PPCS	PPCS	All Targets	RNA	Endogenous	01	1	379	30	28.30733133	1	1	79717
MERTK	MERTK	All Targets	RNA	Endogenous	01	1	281	21	19.71714782	1	1	10461
WSCD1	WSCD1	All Targets	RNA	Endogenous	01	1	284	19.5	19.23482867	1	1	23302
IQCF3	IQCF3	All Targets	RNA	Endogenous	01	1	330	23	20.71046669	1	1	401067
TXNDC11	TXNDC11	All Targets	RNA	Endogenous	01	1	310	23	20.50672015	1	1	51061
ERRFI1	ERRFI1	All Targets	RNA	Endogenous	01	1	173	18.5	17.17262901	1	1	54206
RNASET2	RNASET2	All Targets	RNA	Endogenous	01	1	281	23.5	23.04566277	1	1	8635
COPS8	COPS8	All Targets	RNA	Endogenous	01	1	348	40.5	40.77114449	1	1	10920
RAB25	RAB25	All Targets	RNA	Endogenous	01	1	129	13	11.31028519	1	1	57111
RESF1	RESF1	All Targets	RNA	Endogenous	01	1	281	24	23.49863186	1	1	55196
OPRK1	OPRK1	All Targets	RNA	Endogenous	01	1	268	24	21.79616987	1	1	4986
MYOM1	MYOM1	All Targets	RNA	Endogenous	01	1	159	12	11.39682704	1	1	8736
ASAP1	ASAP1	All Targets	RNA	Endogenous	01	1	304	29	29.62502769	1	1	50807
KREMEN2	KREMEN2	All Targets	RNA	Endogenous	01	1	293	19	17.14814328	1	1	79412
H1-3	H1-3	All Targets	RNA	Endogenous	01	1	116	11	10.87103277	1	1	3007
ZNF442	ZNF442	All Targets	RNA	Endogenous	01	1	410	24	22.32162463	1	1	79973
CBLB	CBLB	All Targets	RNA	Endogenous	01	1	256	19	17.935646	1	1	868
IGHG1	IGHG1	All Targets	RNA	Endogenous	01	1	116	14	12.24690688	1	1	3500
MSC	MSC	All Targets	RNA	Endogenous	01	1	261	19	18.25353989	1	1	9242
CHRDL1	CHRDL1	All Targets	RNA	Endogenous	01	1	306	24	20.37461649	1	1	91851
ZNF248	ZNF248	All Targets	RNA	Endogenous	01	1	406	37	34.38173337	1	1	57209
FTH1	"FTH1P3,FTH1"	All Targets	RNA	Endogenous	01	34	5779	407.5	413.2343638	1	1	2495
NDUFAF2	NDUFAF2	All Targets	RNA	Endogenous	01	1	264	31	26.05771563	1	1	91942
TATDN1	TATDN1	All Targets	RNA	Endogenous	01	1	174	19	18.21580936	1	1	83940
TCF4	TCF4	All Targets	RNA	Endogenous	01	3	438	49	51.14843142	1	1	6925
THNSL2	THNSL2	All Targets	RNA	Endogenous	01	1	381	24.5	21.86083878	1	1	55258
ZSCAN21	ZSCAN21	All Targets	RNA	Endogenous	01	1	165	15	13.83627212	1	1	7589
MAGEC3	MAGEC3	All Targets	RNA	Endogenous	01	1	324	22.5	19.83525335	1	1	139081
RIPOR3	RIPOR3	All Targets	RNA	Endogenous	01	1	314	18	16.47186398	1	1	140876
HHLA1	HHLA1	All Targets	RNA	Endogenous	01	1	362	20	17.15025019	1	1	10086
SAMD4A	SAMD4A	All Targets	RNA	Endogenous	01	1	340	26	24.15618054	1	1	23034
NUP58	NUP58	All Targets	RNA	Endogenous	01	1	258	31	28.76978627	1	1	9818
CD48	CD48	All Targets	RNA	Endogenous	01	1	302	21	18.21337214	1	1	962
SLC35D3	SLC35D3	All Targets	RNA	Endogenous	01	1	361	22	20.57221537	1	1	340146
DVL1	DVL1	All Targets	RNA	Endogenous	01	1	323	43.5	39.6362648	1	1	1855
PRPF40B	PRPF40B	All Targets	RNA	Endogenous	01	1	215	24.5	22.46662268	1	1	25766
COL6A5	COL6A5	All Targets	RNA	Endogenous	01	1	227	18.5	17.09842091	1	1	256076
ZNF576	ZNF576	All Targets	RNA	Endogenous	01	1	276	21.5	20.87785608	1	1	79177
IFNA8	IFNA8	All Targets	RNA	Endogenous	01	1	297	22	19.14975956	1	1	3445
GFI1B	GFI1B	All Targets	RNA	Endogenous	01	1	186	15	14.28250079	1	1	8328
YWHAG	YWHAG	All Targets	RNA	Endogenous	01	7	2458	156.5	141.0860643	1	1	7532
NFIL3	NFIL3	All Targets	RNA	Endogenous	01	1	251	19	17.77828716	1	1	4783
PRR5	PRR5	All Targets	RNA	Endogenous	01	1	397	27.5	26.35957577	1	1	55615
OR10AC1	OR10AC1	All Targets	RNA	Endogenous	01	1	252	11	10.93681182	1	1	392133
SFTPD	SFTPD	All Targets	RNA	Endogenous	01	1	287	20	18.85575384	1	1	6441
SPRING1	SPRING1	All Targets	RNA	Endogenous	01	1	210	21	21.16213341	1	1	79794
PDCD2	PDCD2	All Targets	RNA	Endogenous	01	1	118	13	12.48619878	1	1	5134
IFNA14	IFNA14	All Targets	RNA	Endogenous	01	1	323	21	19.07284748	1	1	3448
RTP5	RTP5	All Targets	RNA	Endogenous	01	1	720	39.5	37.16059911	1	1	285093
LPIN1	LPIN1	All Targets	RNA	Endogenous	01	1	355	30	30.37248699	1	1	23175
QRFPR	QRFPR	All Targets	RNA	Endogenous	01	1	290	18.5	16.14811358	1	1	84109
SLC26A5	SLC26A5	All Targets	RNA	Endogenous	01	1	340	21	18.43894004	1	1	375611
PIP5K1C	PIP5K1C	All Targets	RNA	Endogenous	01	1	263	33.5	31.13550333	1	1	23396
MX2	MX2	All Targets	RNA	Endogenous	01	1	161	12	12.308026	1	1	4600
RASA1	RASA1	All Targets	RNA	Endogenous	01	1	365	41.5	39.93549825	1	1	5921
BUD13	BUD13	All Targets	RNA	Endogenous	01	1	307	21	21.0584612	1	1	84811
SYNCRIP	SYNCRIP	All Targets	RNA	Endogenous	01	1	382	35	34.31600056	1	1	10492
FAM102B	FAM102B	All Targets	RNA	Endogenous	01	1	311	26.5	27.44716415	1	1	284611
RAP1GDS1	RAP1GDS1	All Targets	RNA	Endogenous	01	1	262	29	27.9950721	1	1	5910
PRTG	PRTG	All Targets	RNA	Endogenous	01	1	255	17	16.52228873	1	1	283659
TTLL8	TTLL8	All Targets	RNA	Endogenous	01	1	345	22	19.71431326	1	1	164714
PRPF38A	PRPF38A	All Targets	RNA	Endogenous	01	1	289	26	24.04141694	1	1	84950
MUS81	MUS81	All Targets	RNA	Endogenous	01	1	119	10	9.507870233	1	1	80198
ZBTB20	ZBTB20	All Targets	RNA	Endogenous	01	1	177	20	17.34199201	1	1	26137
TBC1D9	TBC1D9	All Targets	RNA	Endogenous	01	1	391	39.5	35.55032713	1	1	23158
C10orf99	C10orf99	All Targets	RNA	Endogenous	01	1	388	24.5	21.24801402	1	1	387695
DHX32	DHX32	All Targets	RNA	Endogenous	01	1	133	11	11.12995942	1	1	55760
PRPF38B	PRPF38B	All Targets	RNA	Endogenous	01	1	391	33.5	31.54096458	1	1	55119
EMSY	EMSY	All Targets	RNA	Endogenous	01	1	339	26	26.2768912	1	1	56946
LPXN	LPXN	All Targets	RNA	Endogenous	01	1	124	13	12.34764669	1	1	9404
CAPG	CAPG	All Targets	RNA	Endogenous	01	1	189	16	15.38799791	1	1	822
GLRA1	GLRA1	All Targets	RNA	Endogenous	01	1	314	18.5	17.75197775	1	1	2741
ABT1	ABT1	All Targets	RNA	Endogenous	01	1	290	22	21.56549399	1	1	29777
MSI2	MSI2	All Targets	RNA	Endogenous	01	1	455	37	34.02856514	1	1	124540
MLST8	MLST8	All Targets	RNA	Endogenous	01	1	282	30	26.74012003	1	1	64223
FZD5	FZD5	All Targets	RNA	Endogenous	01	1	88	10	8.831987651	1	1	7855
OR5B2	OR5B2	All Targets	RNA	Endogenous	01	1	248	19	17.03411524	1	1	390190
PIK3R3	"P3R3URF-PIK3R3,PIK3R3"	All Targets	RNA	Endogenous	01	1	320	27	27.23489553	1	1	8503
KCNA10	KCNA10	All Targets	RNA	Endogenous	01	1	233	15	16.28462451	1	1	3744
TNPO2	TNPO2	All Targets	RNA	Endogenous	01	1	423	30	27.98935301	1	1	30000
PPFIA1	PPFIA1	All Targets	RNA	Endogenous	01	1	348	34	31.16983024	1	1	8500
POLR2J	POLR2J	All Targets	RNA	Endogenous	01	1	200	23.5	21.8963327	1	1	5439
EXOC3L2	EXOC3L2	All Targets	RNA	Endogenous	01	1	231	14	13.81179547	1	1	90332
PAK2	PAK2	All Targets	RNA	Endogenous	01	1	176	19.5	18.65665726	1	1	5062
GLRA3	GLRA3	All Targets	RNA	Endogenous	01	1	195	20	18.67917035	1	1	8001
SLURP1	SLURP1	All Targets	RNA	Endogenous	01	1	309	23	21.78163086	1	1	57152
TSPAN14	TSPAN14	All Targets	RNA	Endogenous	01	1	288	27	25.12065443	1	1	81619
DNAJC13	DNAJC13	All Targets	RNA	Endogenous	01	1	176	21	18.98940487	1	1	23317
MGP	MGP	All Targets	RNA	Endogenous	01	1	112	10	10.16236145	1	1	4256
PKLR	PKLR	All Targets	RNA	Endogenous	01	1	266	18	15.97826377	1	1	5313
SPR	"MGC34796,SPR"	All Targets	RNA	Endogenous	01	1	344	25.5	24.65056079	1	1	6697
SLC22A14	SLC22A14	All Targets	RNA	Endogenous	01	1	263	18	17.46219459	1	1	9389
SNAI3	SNAI3	All Targets	RNA	Endogenous	01	1	247	18	17.28019724	1	1	333929
GCK	GCK	All Targets	RNA	Endogenous	01	1	258	20	17.78261744	1	1	2645
GPX1	GPX1	All Targets	RNA	Endogenous	01	1	444	46	49.01466262	1	1	2876
TRAPPC12	TRAPPC12	All Targets	RNA	Endogenous	01	1	280	28	25.76847598	1	1	51112
CYLD	CYLD	All Targets	RNA	Endogenous	01	1	301	36	33.03792723	1	1	1540
GSG1L2	GSG1L2	All Targets	RNA	Endogenous	01	1	106	10	9.328961671	1	1	644070
UTS2	UTS2	All Targets	RNA	Endogenous	01	1	301	17	15.68257795	1	1	10911
NDUFA12	NDUFA12	All Targets	RNA	Endogenous	01	1	240	30.5	28.29615457	1	1	55967
LYPLA1	LYPLA1	All Targets	RNA	Endogenous	01	1	228	21	20.16695684	1	1	10434
ROCK2	ROCK2	All Targets	RNA	Endogenous	01	2	329	40.5	38.92844809	1	1	9475
OR2T1	OR2T1	All Targets	RNA	Endogenous	01	1	278	21	19.23724258	1	1	26696
TOMM6	TOMM6	All Targets	RNA	Endogenous	01	1	411	46	45.51527015	1	1	100188893
C2orf76	C2orf76	All Targets	RNA	Endogenous	01	1	275	21	19.18371103	1	1	130355
DIS3L	DIS3L	All Targets	RNA	Endogenous	01	1	331	29	27.14743	1	1	115752
TIMM23	TIMM23	All Targets	RNA	Endogenous	01	1	205	26	24.18325375	1	1	100287932
TNFRSF21	TNFRSF21	All Targets	RNA	Endogenous	01	1	287	31	33.38852238	1	1	27242
LAS1L	LAS1L	All Targets	RNA	Endogenous	01	1	334	27	27.08426581	1	1	81887
SOX4	SOX4	All Targets	RNA	Endogenous	01	1	139	14	13.64232487	1	1	6659
HDAC4	HDAC4	All Targets	RNA	Endogenous	01	1	216	17	17.13271546	1	1	9759
PPP2R5D	PPP2R5D	All Targets	RNA	Endogenous	01	1	278	30	28.38857281	1	1	5528
MPC1	MPC1	All Targets	RNA	Endogenous	01	1	366	35	31.69704309	1	1	51660
GPC4	GPC4	All Targets	RNA	Endogenous	01	1	143	16	14.89680891	1	1	2239
TM4SF20	TM4SF20	All Targets	RNA	Endogenous	01	1	223	18	16.18868858	1	1	79853
NUDCD2	NUDCD2	All Targets	RNA	Endogenous	01	1	281	25.5	26.67141352	1	1	134492
SPATA13	SPATA13	All Targets	RNA	Endogenous	01	1	176	19.5	18.90174405	1	1	221178
LRP5	LRP5	All Targets	RNA	Endogenous	01	1	212	17	15.33848499	1	1	4041
PAX6	PAX6	All Targets	RNA	Endogenous	01	1	308	23	21.87152505	1	1	5080
DUSP10	DUSP10	All Targets	RNA	Endogenous	01	1	388	25	24.20685932	1	1	11221
WNT11	WNT11	All Targets	RNA	Endogenous	01	1	320	20	17.83052267	1	1	7481
CD37	CD37	All Targets	RNA	Endogenous	01	1	300	19	16.96954776	1	1	951
ZMAT3	ZMAT3	All Targets	RNA	Endogenous	01	1	227	27.5	26.27612491	1	1	64393
OLFM2	OLFM2	All Targets	RNA	Endogenous	01	1	321	25.5	25.07270489	1	1	93145
UNC13C	UNC13C	All Targets	RNA	Endogenous	01	1	456	30	27.66824469	1	1	440279
OTOP2	OTOP2	All Targets	RNA	Endogenous	01	1	236	19	18.1746858	1	1	92736
COL10A1	COL10A1	All Targets	RNA	Endogenous	01	1	345	23.5	20.64586968	1	1	1300
CDC14A	CDC14A	All Targets	RNA	Endogenous	01	1	257	19	16.42156707	1	1	8556
